time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.199999999999998,-3.2774200816,-1.49553777342,25.1964911371,6.08861923519,0.0464691811989,0.0,-2.38846864414,-1.90375239771,5.97012191494,-0.140604412488,-0.145731163652,0.0,464.8225904253617,463.34700541958904,461.7320665226507,465.30760739749326
4.259999999999997,-3.42167225697,-1.61309628111,25.5537106292,6.08064765388,0.0376016909663,0.0,-2.41927756555,-2.01558659013,5.93720954018,-0.120689794347,-0.152262314553,0.0,436.15153117463063,435.58458088425544,435.08834649356874,436.735938817105
4.319999999999996,-3.56765761655,-1.73761989849,25.9095152688,6.07343215797,0.0287080901245,0.0,-2.44619321864,-2.13584912165,5.92285897201,-0.119409696888,-0.141186736798,0.0,441.5870992329176,442.4791566725327,441.7529572531759,441.8453931693679
4.379999999999995,-3.71518760249,-1.87002191057,26.2669215398,6.06601348663,0.0207589545064,0.0,-2.47071686759,-2.27819285808,5.9900956984,-0.133839662359,-0.119147234651,0.0,467.0770193502245,468.7775311948014,468.4245210027101,467.2876102586195
4.439999999999993,-3.86399504079,-2.01054631098,26.6257504286,6.05817545973,0.0138070507308,0.0,-2.4889821795,-2.40665518976,5.97072502128,-0.124895121962,-0.110003229734,0.0,440.68294384740335,441.42614898386427,442.16975820835086,442.89040348129316
4.499999999999992,-4.01380597698,-2.15920008439,26.9846142531,6.05065011582,0.00724227280525,0.0,-2.50415851866,-2.549130255,5.9910092396,-0.126497249968,-0.10825881768,0.0,455.03775173535365,455.1671516647528,454.6958662275054,454.5535441467291
4.559999999999991,-4.1644099412,-2.31630705413,27.3436535485,6.0434436762,0.00128727969016,0.0,-2.51548307108,-2.68842313265,5.97675143174,-0.1096919756,-0.0855439075131,0.0,443.65545279432564,445.50824023277,444.01229968960433,445.3760091263609
4.6199999999999894,-4.31560225232,-2.48258833391,27.7046019586,6.03714098466,6.27926833569,0.0,-2.52377823063,-2.85482038775,6.05409218983,-0.0970826580532,-0.0892367245225,0.0,474.13867734087296,473.849113383377,473.4253075591702,474.3857464146527
4.679999999999988,-4.46720418171,-2.65842302089,28.0679227128,6.03177070267,6.27394079528,0.0,-2.5291801564,-3.00683391458,6.0562795836,-0.0775405125879,-0.0879186604516,0.0,450.6399070216465,450.74002020914514,452.57736623094405,454.14119443746483
4.739999999999987,-4.61904009123,-2.84351071406,28.4314603363,6.02779592789,6.26850511947,0.0,-2.53157305463,-3.16314592402,6.06132478825,-0.0499916443359,-0.0965654118842,0.0,455.1664824627555,454.46708060657437,451.27591313280584,453.4912354319175
4.799999999999986,-4.77093360861,-3.0379375223,28.7948191127,6.02439171323,6.26284122178,0.0,-2.53107941328,-3.31806957324,6.050437001,-0.0757486556623,-0.0903854092849,0.0,447.9314797849326,448.42639786163755,451.086807425025,448.99911856518776
4.859999999999984,-4.92271578142,-3.24161771645,29.1570424408,6.01965837275,6.25810451752,0.0,-2.52792807426,-3.47172450325,6.02350007558,-0.0860497963773,-0.062538257413,0.0,443.02279363925317,445.3017924982385,445.0432356657403,444.1940491023571
4.919999999999983,-5.07416770191,-3.45531397032,29.5202021748,6.01476588808,6.25394252409,0.0,-2.52012082242,-3.65189454655,6.08108839243,-0.0737836320426,-0.0887309193909,0.0,472.95224826090697,470.9264780326196,470.9688001171927,471.9117500159622
4.979999999999982,-5.22511592539,-3.67949988055,29.885221779,6.01025385808,6.24824164114,0.0,-2.51102800957,-3.82138945193,6.08583559742,-0.0781946931994,-0.112134971158,0.0,457.8057229642949,455.93150976145444,456.4987963510731,456.14230277200744
5.0399999999999805,-5.37537272134,-3.91427742113,30.2516399169,6.00609866407,6.2417978133,0.0,-2.49694963185,-4.00491062074,6.12747334807,-0.0556237181704,-0.0993013496988,0.0,468.756434639601,469.7433497001787,468.02143579032173,469.77173007010697
